SMILES,InChI,LogS,LogVP,Sol,RB,MW
CCCCC=O,"InChI=1S/C5H10O/c1-2-3-4-5-6/h5H,2-4H2,1H3",-0.867,1.415,-2.706515386595959,3,86.07316494
C1CCCCO1,InChI=1S/C5H10O/c1-2-4-6-5-3-1/h1-5H2,-0.031,1.8545,-3.2465674820592607,0,86.07316494
CCCC(C)=O,"InChI=1S/C5H10O/c1-3-4-5(2)6/h3-4H2,1-2H3",-0.302,1.549,-3.2935581435812877,2,86.07316494
CCC(=O)CC,"InChI=1S/C5H10O/c1-3-5(6)4-2/h3-4H2,1-2H3",-0.253,1.5764,-3.3229783838385574,2,86.07316494
CC(C)C(C)=O,"InChI=1S/C5H10O/c1-4(2)5(3)6/h4H,1-3H3",-0.151,1.7177,-3.269449891148248,1,86.07316494
CC1CCCO1,"InChI=1S/C5H10O/c1-5-3-2-4-6-5/h5H,2-4H2,1H3",0.31,1.9883,-3.5287838608234368,0,86.07316494
CCCCC(O)=O,"InChI=1S/C5H10O2/c1-2-3-4-5(6)7/h2-4H2,1H3,(H,6,7)",-0.416,-0.7077,-6.212018736139209,3,102.06807956
CCCCOC=O,"InChI=1S/C5H10O2/c1-2-3-4-7-5-6/h5H,2-4H2,1H3",-1.131,1.4609,-2.2844166617937467,4,102.06807956
CCCC(=O)OC,"InChI=1S/C5H10O2/c1-3-4-5(6)7-2/h3-4H2,1-2H3",-0.833,1.5089,-2.624928701808439,2,102.06807956
CCCOC(C)=O,"InChI=1S/C5H10O2/c1-3-4-7-5(2)6/h3-4H2,1-2H3",-0.733,1.5551,-2.698206892819601,2,102.06807956
CCC(=O)OCC,"InChI=1S/C5H10O2/c1-3-5(6)7-4-2/h3-4H2,1-2H3",-0.726,1.5545,-2.708558458836047,2,102.06807956
CC(C)CC(O)=O,"InChI=1S/C5H10O2/c1-4(2)3-5(6)7/h4H,3H2,1-2H3,(H,6,7)",-0.4,-0.3565,-5.755460192887511,2,102.06807956
CC(C)OC(C)=O,"InChI=1S/C5H10O2/c1-4(2)7-5(3)6/h4H,1-3H3",-0.519,1.7808,-2.6822709293469127,1,102.06807956
CC(C)COC=O,"InChI=1S/C5H10O2/c1-5(2)3-7-4-6/h4-5H,3H2,1-2H3",-1.001,1.6029,-2.268072083873042,3,102.06807956
CC(C)(C)C(O)=O,"InChI=1S/C5H10O2/c1-5(2,3)4(6)7/h1-3H3,(H,6,7)",-0.673,-0.301,-5.3080273723082065,0,102.06807956
CCOC(=O)OCC,"InChI=1S/C5H10O3/c1-3-7-5(6)8-4-2/h3-4H2,1-2H3",-0.798,1.0334,-3.3202542875184395,2,118.06299418
CCCCCBr,"InChI=1S/C5H11Br/c1-2-3-4-5-6/h2-5H2,1H3",-3.075,1.1004,-0.1276134003406873,3,150.004412452
CC(C)CCBr,"InChI=1S/C5H11Br/c1-5(2)3-4-6/h5H,3-4H2,1-2H3",-2.887,1.5393,0.21412448301805706,2,150.004412452
CCCC(C)Cl,"InChI=1S/C5H11Cl/c1-3-4-5(2)6/h5H,3-4H2,1-2H3",-2.63,1.6872,0.06552502875564489,2,106.05492803199999
CCC(Cl)CC,"InChI=1S/C5H11Cl/c1-3-5(6)4-2/h5H,3-4H2,1-2H3",-2.63,1.67,0.042097800402634306,2,106.05492803199999
C1CCCCN1,"InChI=1S/C5H11N/c1-2-4-6-5-3-1/h6H,1-5H2",1.07,1.5067,-5.2199028563524035,0,85.08914935199999
CCCCC,"InChI=1S/C5H12/c1-3-5-4-2/h3-5H2,1-2H3",-3.278,2.711,2.342597142741893,2,72.093900384
CCC(C)C,"InChI=1S/C5H12/c1-4-5(2)3/h5H,4H2,1-3H3",-3.163,2.8382,2.35921413029461,1,72.093900384
CC(C)(C)C,"InChI=1S/C5H12/c1-5(2,3)4/h1-4H3",-3.337,3.1089,2.964916947072745,0,72.093900384
CNC(=O)CSP(=S)(OC)OC,"InChI=1S/C5H12NO3PS2/c1-6-5(7)4-12-10(11,8-2)9-3/h4H2,1-3H3,(H,6,7)",-0.962,-4.727,-10.94282061047133,5,228.99962187399998
CCCCCO,"InChI=1S/C5H12O/c1-2-3-4-5-6/h6H,2-5H2,1H3",-0.603,0.3424,-4.527028957330508,3,88.088815004
CCCC(C)O,"InChI=1S/C5H12O/c1-3-4-5(2)6/h5-6H,3-4H2,1-2H3",-0.296,0.786,-4.340973178666481,2,88.088815004
CCCCOC,"InChI=1S/C5H12O/c1-3-4-5-6-2/h3-5H2,1-2H3",-0.99,2.1424,-1.548229631281983,3,88.088815004
CCC(C)CO,"InChI=1S/C5H12O/c1-3-5(2)4-6/h5-6H,3-4H2,1-2H3",-0.472,0.4942,-4.498698355601286,2,88.088815004
CCC(O)CC,"InChI=1S/C5H12O/c1-3-5(6)4-2/h5-6H,3-4H2,1-2H3",-0.233,0.943,-4.212940651620956,2,88.088815004
CCOCCC,"InChI=1S/C5H12O/c1-3-5-6-4-2/h3-5H2,1-2H3",-0.845,2.2567,-1.590044509795787,3,88.088815004
CC(C)C(C)O,"InChI=1S/C5H12O/c1-4(2)5(3)6/h4-6H,1-3H3",-0.197,0.9614,-4.23691269923799,1,88.088815004
CCC(C)OC,"InChI=1S/C5H12O/c1-4-5(2)6-3/h5H,4H2,1-3H3",-0.73,2.3183,-1.6627778815429253,2,88.088815004
CCC(C)(C)O,"InChI=1S/C5H12O/c1-4-5(2,3)6/h6H,4H2,1-3H3",0.096,1.2227,-4.280089625911853,1,88.088815004
CC(C)CCO,"InChI=1S/C5H12O/c1-5(2)3-4-6/h5-6H,3-4H2,1-2H3",-0.519,0.3747,-4.597446847205546,2,88.088815004
COCC(C)C,"InChI=1S/C5H12O/c1-5(2)4-6-3/h5H,4H2,1-3H3",-0.9,2.3243,-1.423057405372582,2,88.088815004
CC(C)(C)CO,"InChI=1S/C5H12O/c1-5(2,3)4-6/h6H,4H2,1-3H3",-0.401,1.2041,-3.6284857861397386,0,88.088815004
COC(C)(C)C,"InChI=1S/C5H12O/c1-5(2,3)6-4/h1-4H3",-0.238,2.3979,-2.2244865427511615,0,88.088815004
CCOCOCC,"InChI=1S/C5H12O2/c1-3-6-5-7-4-2/h3-5H2,1-2H3",-0.173,1.5327,-3.4914637412378275,4,104.083729624
[Cl-].C[N+](C)(C)CCCl,"InChI=1S/C5H13ClN.ClH/c1-7(2,3)5-4-6;/h4-5H2,1-3H3;1H/q+1;/p-1",0.799,-7.1249,-16.607442703339736,2,157.042504776
CCCCCN,"InChI=1S/C5H13N/c1-2-3-4-5-6/h2-6H2,1H3",1.06,1.4778,-5.2456455665775135,3,87.10479941599999
Brc1cccc[n]1,InChI=1S/C5H4BrN/c6-5-3-1-2-4-7-5/h1-4H,-0.881,-0.1135,-4.7693373250049635,0,156.952711228
Clc1cccc[n]1,InChI=1S/C5H4ClN/c6-5-3-1-2-4-7-5/h1-4H,-0.754,0.3381,-4.327216492249887,0,113.003226808
O=Cc1ccco1,InChI=1S/C5H4O2/c6-4-5-2-1-3-7-5/h1-4H,-0.096,0.3444,-5.214863278160186,1,96.021129368
c1cccc[n]1,InChI=1S/C5H5N/c1-2-4-6-5-3-1/h1-5H,1.102,1.3181,-5.520370680461368,0,79.04219916
Cc1c[n]cc[n]1,"InChI=1S/C5H6N2/c1-5-4-6-2-3-7-5/h2-4H,1H3",1.026,0.9061,-5.978018862241114,0,94.053098192
N#CCCCC#N,InChI=1S/C5H6N2/c6-4-2-1-3-5-7/h1-3H2,1.026,-2.0841,-10.05081527044884,2,94.053098192
CN1C=CC(=O)NC1=O,"InChI=1S/C5H6N2O2/c1-7-3-2-4(8)6-5(7)9/h2-3H,1H3,(H,6,8,9)",-0.8,-3.2933,-9.210703965324594,0,126.042927432
Cc1ccco1,"InChI=1S/C5H6O/c1-5-3-2-4-6-5/h2-4H,1H3",-1.437,2.1938,-0.8693848283086927,0,82.041864812
OCc1ccco1,"InChI=1S/C5H6O2/c6-4-5-2-1-3-7-5/h1-3,6H,4H2",1.008,-0.2154,-7.481039006865963,1,98.036779432
Cc1c[s]cc1,"InChI=1S/C5H6S/c1-5-2-3-6-4-5/h2-4H,1H3",-2.39,1.3454,-0.7269145907665457,0,98.019021192
CCOC(=O)CC#N,"InChI=1S/C5H7NO2/c1-2-8-5(7)3-4-6/h2-3H2,1H3",-0.753,-1.4112,-6.711209386800748,2,113.047678464
C1CCC=C1,"InChI=1S/C5H8/c1-2-4-5-3-1/h1-2H,3-5H2",-2.105,2.5803,0.566894956473277,0,68.062600256
CCCC#C,"InChI=1S/C5H8/c1-3-5-4-2/h1H,4-5H2,2H3",-1.637,2.6395,0.01008966864125324,1,68.062600256
C=CCC=C,"InChI=1S/C5H8/c1-3-5-4-2/h3-4H,1-2,5H2",-2.087,2.8738,0.9421392245694683,2,68.062600256
CC(=C)C=C,"InChI=1S/C5H8/c1-4-5(2)3/h4H,1-2H2,3H3",-2.034,2.7404,0.6882534475345137,1,68.062600256
CC(C)(O)C#C,"InChI=1S/C5H8O/c1-4-5(2,3)6/h1,6H,2-3H3",1.075,1.204,-5.639005075202485,0,84.057514876
CCOC(=O)C=C,"InChI=1S/C5H8O2/c1-3-5(6)7-4-2/h3H,1,4H2,2H3",-0.824,1.5866,-2.5313559932124017,2,100.052429496
CC(=C)C(=O)OC,"InChI=1S/C5H8O2/c1-4(2)5(6)7-3/h1H2,2-3H3",-0.824,1.5855,-2.532854246188467,1,100.052429496
CC(=O)CC(C)=O,"InChI=1S/C5H8O2/c1-4(6)3-5(2)7/h3H2,1-2H3",0.22,0.4713,-5.472426585227298,2,100.052429496
C=CC(=O)OCCO,"InChI=1S/C5H8O3/c1-2-5(7)8-4-3-6/h2,6H,1,3-4H2",0.935,-1.2815,-8.833689034620326,3,116.047344116
CC(=O)CC(=O)OC,"InChI=1S/C5H8O3/c1-4(6)3-5(7)8-2/h3H2,1-2H3",0.634,-0.0496,-6.745805410066241,2,116.047344116
OC(=O)CCCC(O)=O,"InChI=1S/C5H8O4/c6-4(7)2-1-3-5(8)9/h1-3H2,(H,6,7)(H,8,9)",1.083,-5.5414,-14.837461119343368,4,132.042258736
CN1CCCC1=O,"InChI=1S/C5H9NO/c1-6-4-2-3-5(6)7/h2-4H2,1H3",1.004,-0.4622,-7.8117443001282325,0,99.068413908
N[C@@H](CCC(O)=O)C(O)=O,"InChI=1S/C5H9NO4/c6-3(5(9)10)1-2-4(7)8/h3H,1-2,6H2,(H,7,8)(H,9,10)/t3-/m0/s1",-1.235,-7.7696,-14.71514919457009,4,147.053157768
[O-][N+](=O)c1c(Cl)c(Cl)c(Cl)c(Cl)c1Cl,InChI=1S/C6Cl5NO2/c7-1-2(8)4(10)6(12(13)14)5(11)3(1)9,-5.817,-4.301,-3.7498442772009755,1,292.83716664
Clc1c(Cl)c(Cl)c(Cl)c(Cl)c1Cl,InChI=1S/C6Cl6/c7-1-2(8)4(10)6(12)5(11)3(1)9,-7.662,-4.7447,-1.841206190510625,0,281.81311608
C1CCCC=C1,"InChI=1S/C6H10/c1-2-4-6-5-3-1/h1-2H,3-6H2",-2.586,1.9494,0.36272393728046814,0,82.07825032
CCCCC#C,"InChI=1S/C6H10/c1-3-5-6-4-2/h1H,4-6H2,2H3",-2.277,2.1237,0.17925605012055248,2,82.07825032
C=CCCC=C,"InChI=1S/C6H10/c1-3-5-6-4-2/h3-4H,1-2,5-6H2",-2.687,2.3441,1.0378912102215996,3,82.07825032
CC(=C)C(C)=C,"InChI=1S/C6H10/c1-5(2)6(3)4/h1,3H2,2,4H3",-2.4,2.1805,0.4241523092991189,1,82.07825032
Nc1[n]c(NC2CC2)[n]c(N)[n]1,"InChI=1S/C6H10N6/c7-4-10-5(8)12-6(11-4)9-3-1-2-3/h3H,1-2H2,(H5,7,8,9,10,11,12)",-1.179,-8.4737,-15.750442001030759,2,166.09669431999998
CCC(C)(O)C#C,"InChI=1S/C6H10O/c1-4-6(3,7)5-2/h1,7H,5H2,2-3H3",0.115,0.7202,-4.990397741382502,1,98.07316494
CC(C)=CC(C)=O,"InChI=1S/C6H10O/c1-5(2)4-6(3)7/h4H,1-3H3",-0.531,0.9143,-3.8461410821171294,1,98.07316494
O=C1CCCCC1,InChI=1S/C6H10O/c7-6-4-2-1-3-5-6/h1-5H2,-0.594,0.6365,-4.138709026897754,0,98.07316494
CC(=C)C(=O)OCC,"InChI=1S/C6H10O2/c1-4-8-6(7)5(2)3/h2,4H2,1,3H3",-1.325,1.3137,-2.220672807902997,2,114.06807956
CC(=O)CC(=O)OCC,"InChI=1S/C6H10O3/c1-3-9-6(8)4-5(2)7/h3-4H2,1-2H3",-0.073,-0.1079,-5.862244768636119,3,130.06299418
CC(=C)C(=O)OCCO,"InChI=1S/C6H10O3/c1-5(2)6(8)9-4-3-7/h7H,1,3-4H2,2H3",-0.114,-0.8996,-6.8847343223922355,3,130.06299418
CC(=O)OCCOC(C)=O,"InChI=1S/C6H10O4/c1-5(7)9-3-4-10-6(2)8/h3-4H2,1-2H3",0.086,-1.1113,-7.44548954988843,3,146.0579088
OC(=O)CCCCC(O)=O,"InChI=1S/C6H10O4/c7-5(8)3-1-2-4-6(9)10/h1-4H2,(H,7,8)(H,9,10)",-0.676,-6.4976,-13.744008856448188,5,146.0579088
C=CCNCC=C,"InChI=1S/C6H11N/c1-3-5-7-6-4-2/h3-4,7H,1-2,5-6H2",-0.053,1.3054,-3.9645030672262376,4,97.08914935199999
COC1=NN(CSP(=S)(OC)OC)C(=O)S1,"InChI=1S/C6H11N2O4PS3/c1-10-5-7-8(6(9)16-5)4-15-13(14,11-2)12-3/h4H2,1-3H3",-3.209,-5.4724,-8.897569093327084,6,301.96185646200007
O=C1CCCCCN1,"InChI=1S/C6H11NO/c8-6-4-2-1-3-5-7-6/h1-5H2,(H,7,8)",0.834,-2.7959,-10.758807904047387,0,113.084063972
C1CCCCC1,InChI=1S/C6H12/c1-2-4-6-5-3-1/h1-6H2,-3.185,1.9861,1.2285779526298273,0,84.093900384
CCCCC=C,"InChI=1S/C6H12/c1-3-5-6-4-2/h3H,1,4-6H2,2H3",-3.226,2.2648,1.6640247494006155,3,84.093900384
CCCC(C)=C,"InChI=1S/C6H12/c1-4-5-6(2)3/h2,4-5H2,1,3H3",-3.033,2.29,1.4354730681427539,2,84.093900384
CC(C)CC=C,"InChI=1S/C6H12/c1-4-5-6(2)3/h4,6H,1,5H2,2-3H3",-3.244,2.434,1.9190001649636168,2,84.093900384
CC1CCCC1,"InChI=1S/C6H12/c1-6-4-2-3-5-6/h6H,2-5H2,1H3",-3.302,2.1383,1.5952413173176478,0,84.093900384
CC(CCl)OC(C)CCl,"InChI=1S/C6H12Cl2O/c1-5(3-7)9-6(2)4-8/h5-6H,3-4H2,1-2H3",-2.003,-0.2518,-3.429490549955153,4,170.026520364
ClCCOCCOCCCl,InChI=1S/C6H12Cl2O2/c7-1-3-9-5-6-10-4-2-8/h1-6H2,-0.996,-1.2218,-6.122259762391336,7,186.021434984
C1CN2CCN1CC2,InChI=1S/C6H12N2/c1-2-8-5-3-7(1)4-6-8/h1-6H2,0.603,-0.1296,-6.8125457699091205,0,112.10004838399999
CN(C)NC(=O)CCC(O)=O,"InChI=1S/C6H12N2O3/c1-8(2)7-5(9)3-4-6(10)11/h3-4H2,1-2H3,(H,7,9)(H,10,11)",-0.205,-3.699,-10.5737055590954,4,160.084792244
CCCCCC=O,"InChI=1S/C6H12O/c1-2-3-4-5-6-7/h6H,2-5H2,1H3",-1.249,1.0515,-2.6813174956348713,4,100.088815004
CCCCC(C)=O,"InChI=1S/C6H12O/c1-3-4-5-6(2)7/h3-5H2,1-2H3",-0.758,1.0645,-3.332376516142962,3,100.088815004
CCC(=O)CCC,"InChI=1S/C6H12O/c1-3-5-6(7)4-2/h3-5H2,1-2H3",-0.833,1.1444,-3.12139525614986,3,100.088815004
CCCCOC=C,"InChI=1S/C6H12O/c1-3-5-6-7-4-2/h4H,2-3,5-6H2,1H3",-1.524,1.6911,-1.435588248445123,4,100.088815004
CCC(C)C(C)=O,"InChI=1S/C6H12O/c1-4-5(2)6(3)7/h5H,4H2,1-3H3",-0.681,1.0648,-3.43684561001947,2,100.088815004
CCC(=O)C(C)C,"InChI=1S/C6H12O/c1-4-6(7)5(2)3/h5H,4H2,1-3H3",-0.81,1.2579,-2.9981298976645414,2,100.088815004
CC(C)CC(C)=O,"InChI=1S/C6H12O/c1-5(2)4-6(3)7/h5H,4H2,1-3H3",-0.722,1.298,-3.063372004531356,2,100.088815004
CC(=O)C(C)(C)C,"InChI=1S/C6H12O/c1-5(7)6(2,3)4/h1-4H3",-0.722,1.4983,-2.7905537580715856,0,100.088815004
OC1CCCCC1,"InChI=1S/C6H12O/c7-6-4-2-1-3-5-6/h6-7H,1-5H2",-0.377,-0.0969,-5.433199598217606,0,100.088815004
CCCCCC(O)=O,"InChI=1S/C6H12O2/c1-2-3-4-5-6(7)8/h2-5H2,1H3,(H,7,8)",-1.052,-1.3615,-6.236263193388255,4,116.083729624
CCCCOC(C)=O,"InChI=1S/C6H12O2/c1-3-4-5-8-6(2)7/h3-5H2,1-2H3",-1.141,1.0611,-2.815343034584655,3,116.083729624
CCC(CC)C(O)=O,"InChI=1S/C6H12O2/c1-3-5(4-2)6(7)8/h5H,3-4H2,1-2H3,(H,7,8)",-0.81,-0.7258,-5.700024832773119,3,116.083729624
CCOC(=O)CCC,"InChI=1S/C6H12O2/c1-3-5-6(7)8-4-2/h3-5H2,1-2H3",-1.275,1.1072,-2.5700381609580707,3,116.083729624
CCC(=O)OCCC,"InChI=1S/C6H12O2/c1-3-5-8-6(7)4-2/h3-5H2,1-2H3",-1.34,1.1443,-2.4309730438160706,3,116.083729624
CCC(C)OC(C)=O,"InChI=1S/C6H12O2/c1-4-5(2)8-6(3)7/h5H,4H2,1-3H3",-1.273,1.2304,-2.404957923958948,2,116.083729624
CCC(=O)OC(C)C,"InChI=1S/C6H12O2/c1-4-6(7)8-5(2)3/h5H,4H2,1-3H3",-1.29,1.3528,-2.2150884104467554,2,116.083729624
CC(C)COC(C)=O,"InChI=1S/C6H12O2/c1-5(2)4-8-6(3)7/h5H,4H2,1-3H3",-1.266,1.2511,-2.3862978641661425,2,116.083729624
CC(=O)OC(C)(C)C,"InChI=1S/C6H12O2/c1-5(7)8-6(2,3)4/h1-4H3",-1.144,1.6721,-1.9790454643085713,0,116.083729624
CC(C)CCOC=O,"InChI=1S/C6H12O2/c1-6(2)3-4-8-5-7/h5-6H,3-4H2,1-2H3",-1.547,1.1847,-2.0940023290175307,4,116.083729624
CCOCCOC(C)=O,"InChI=1S/C6H12O3/c1-3-8-4-5-9-6(2)7/h3-5H2,1-2H3",0.272,0.3692,-5.682318206692354,4,132.078644244
CC1OC(C)OC(C)O1,"InChI=1S/C6H12O3/c1-4-7-5(2)9-6(3)8-4/h4-6H,1-3H3",-0.072,1.0426,-4.296570408648565,0,132.078644244
COCC(C)OC(C)=O,"InChI=1S/C6H12O3/c1-5(4-8-3)9-6(2)7/h5H,4H2,1-3H3",0.176,0.5934,-5.246190385841538,3,132.078644244
CCCCCCBr,"InChI=1S/C6H13Br/c1-2-3-4-5-6-7/h2-6H2,1H3",-3.808,0.5906,0.17639574898442925,4,164.020062516
CN1CCCCC1,"InChI=1S/C6H13N/c1-7-5-3-2-4-6-7/h2-6H2,1H3",0.226,1.2869,-4.369712394843721,0,99.10479941599999
NC1CCCCC1,"InChI=1S/C6H13N/c7-6-4-2-1-3-5-6/h6H,1-5,7H2",1.004,1.0043,-5.81430067340205,0,99.10479941599999
CCCCCC,"InChI=1S/C6H14/c1-3-5-6-4-2/h3-6H2,1-2H3",-3.958,2.1798,2.545269908958638,3,86.109550448
CCCC(C)C,"InChI=1S/C6H14/c1-4-5-6(2)3/h6H,4-5H2,1-3H3",-3.74,2.3243,2.4451593691943185,2,86.109550448
CC(CC)CC,"InChI=1S/C6H14/c1-4-6(3)5-2/h6H,4-5H2,1-3H3",-3.683,2.2788,2.3055494327882937,2,86.109550448
CC(C)C(C)C,"InChI=1S/C6H14/c1-5(2)6(3)4/h5-6H,1-4H3",-3.583,2.3711,2.295061661955842,1,86.109550448
CCC(C)(C)C,"InChI=1S/C6H14/c1-5-6(2,3)4/h5H2,1-4H3",-3.671,2.5042,2.596210510144835,0,86.109550448
CCCCCCO,"InChI=1S/C6H14O/c1-2-3-4-5-6-7/h7H,2-6H2,1H3",-1.239,-0.0325,-4.171398182739164,4,102.104465068
CCCCC(C)O,"InChI=1S/C6H14O/c1-3-4-5-6(2)7/h6-7H,3-5H2,1-2H3",-0.873,0.3959,-4.086406377551497,3,102.104465068
CCCC(C)CO,"InChI=1S/C6H14O/c1-3-4-6(2)5-7/h6-7H,3-5H2,1-2H3",-1.231,0.2833,-3.752159759073075,3,102.104465068
CC[C@H](O)CCC,"InChI=1S/C6H14O/c1-3-5-6(7)4-2/h6-7H,3-5H2,1-2H3/t6-/m0/s1",-0.803,0.6821,-3.7919315653467915,3,102.104465068
CCCOCCC,"InChI=1S/C6H14O/c1-3-5-7-6-4-2/h3-6H2,1-2H3",-1.319,1.7959,-1.572065474083011,4,102.104465068
CCC(CO)CC,"InChI=1S/C6H14O/c1-3-6(4-2)5-7/h6-7H,3-5H2,1-2H3",-1.407,0.1847,-3.6467372314845257,3,102.104465068
CCCC(C)(C)O,"InChI=1S/C6H14O/c1-4-5-6(2,3)7/h7H,4-5H2,1-3H3",-0.499,0.9345,-3.8622132504058238,2,102.104465068
CC(O)(CC)CC,"InChI=1S/C6H14O/c1-4-6(3,7)5-2/h7H,4-5H2,1-3H3",-0.38,0.7451,-4.282268902967948,2,102.104465068
CC(C)CC(C)O,"InChI=1S/C6H14O/c1-5(2)4-6(3)7/h5-7H,4H2,1-3H3",-0.795,0.7243,-3.7453495182727807,2,102.104465068
CC(C)C(C)(C)O,"InChI=1S/C6H14O/c1-5(2)6(3,4)7/h5,7H,1-4H3",-0.411,0.5051,-4.56693696842023,1,102.104465068
CC(C)OC(C)C,"InChI=1S/C6H14O/c1-5(2)7-6(3)4/h5-6H,1-4H3",-1.708,2.1732,-0.5283279690299774,2,102.104465068
CC(C)(C)CCO,"InChI=1S/C6H14O/c1-6(2,3)4-5-7/h7H,4-5H2,1-3H3",-0.5,0.3886,-4.604393292821847,1,102.104465068
CCCCOCCO,"InChI=1S/C6H14O2/c1-2-3-5-8-6-4-7/h7H,2-6H2,1H3",0.927,-0.0555,-7.152921605107807,5,118.099379688
CCOCCOCC,"InChI=1S/C6H14O2/c1-3-7-5-6-8-4-2/h3-6H2,1-2H3",-0.15,1.528,-3.5291924752714543,5,118.099379688
CC(OCC)OCC,"InChI=1S/C6H14O2/c1-4-7-6(3)8-5-2/h6H,4-5H2,1-3H3",-0.429,1.4409,-3.2678154333561773,4,118.099379688
CCOCCOCCO,"InChI=1S/C6H14O3/c1-2-8-5-6-9-4-3-7/h7H,2-6H2,1H3",0.872,-0.8996,-8.227713808210181,6,134.094294308
COCCOCCOC,"InChI=1S/C6H14O3/c1-7-3-5-9-6-4-8-2/h3-6H2,1-2H3",0.872,0.4713,-6.360481985585615,6,134.094294308
CCCCCCN,"InChI=1S/C6H15N/c1-2-3-4-5-6-7/h2-7H2,1H3",-0.926,0.9538,-3.2543311565715953,4,101.12044947999999
CCCNCCC,"InChI=1S/C6H15N/c1-3-5-7-6-4-2/h7H,3-6H2,1-2H3",-0.237,1.3027,-3.717563735807582,4,101.12044947999999
CCN(CC)CC,"InChI=1S/C6H15N/c1-4-7(5-2)6-3/h4-6H2,1-3H3",-0.138,1.7564,-3.234445253434737,3,101.12044947999999
CC(C)NC(C)C,"InChI=1S/C6H15N/c1-5(2)7-6(3)4/h5-7H,1-4H3",0.036,1.8998,-3.276123927132536,2,101.12044947999999
CC(O)CNCC(C)O,"InChI=1S/C6H15NO2/c1-5(8)3-7-4-6(2)9/h5-9H,3-4H2,1-2H3",0.815,-3.9041,-12.242350759983399,4,133.11027872
CCOP(=O)(OCC)OCC,"InChI=1S/C6H15O4P/c1-4-8-11(7,9-5-2)10-6-3/h4-6H2,1-3H3",0.439,-0.4056,-6.965095163835703,6,182.07079559
NCCCCCCN,InChI=1S/C6H16N2/c7-5-3-1-2-4-6-8/h1-8H2,0.935,-0.9281,-8.352341214855556,5,116.13134851199999
CN(C)P(=O)(N(C)C)N(C)C,"InChI=1S/C6H18N3OP/c1-7(2)11(10,8(3)4)9(5)6/h1-6H3",0.747,-1.3372,-8.65349006304455,3,179.118748826
NCCNCCNCCN,"InChI=1S/C6H18N4/c7-1-3-9-5-6-10-4-2-8/h9-10H,1-8H2",0.835,-3.385,-11.562552523298065,7,146.15314657599998
Clc1ccc(Cl)c(Cl)c1Cl,InChI=1S/C6H2Cl4/c7-3-1-2-4(8)6(10)5(3)9/h1-2H,-4.562,-1.4089,-1.5200352343687666,0,213.891060784
Clc1cc(Cl)c(Cl)cc1Cl,InChI=1S/C6H2Cl4/c7-3-1-4(8)6(10)2-5(3)9/h1-2H,-5.56,-2.2676,-1.33030192567258,0,213.891060784
Clc1cc(Cl)c(Cl)c(Cl)c1,InChI=1S/C6H2Cl4/c7-3-1-4(8)6(10)5(9)2-3/h1-2H,-4.627,-1.2573,-1.225015602900037,0,213.891060784
Oc1c(Cl)cc(Cl)c(Cl)c1Cl,"InChI=1S/C6H2Cl4O/c7-2-1-3(8)6(11)5(10)4(2)9/h1,11H",-4.004,-3.1765,-4.6876144354014375,0,229.885975404
Fc1cc(F)c(F)cc1F,InChI=1S/C6H2F4/c7-3-1-4(8)6(10)2-5(3)9/h1-2H,-2.376,1.7532,-0.19054002533540365,0,150.009262944
Fc1cc(F)c(F)c(F)c1,InChI=1S/C6H2F4/c7-3-1-4(8)6(10)5(9)2-3/h1-2H,-2.306,1.865,-0.13360641224494663,0,150.009262944
Brc1cc(Br)cc(Br)c1,InChI=1S/C6H3Br3/c7-4-1-5(8)3-6(9)2-4/h1-3H,-5.6,-2.8239,-2.033527390710923,0,311.778486396
OC(=O)c1[n]c(Cl)ccc1Cl,"InChI=1S/C6H3Cl2NO2/c7-3-1-2-4(8)9-5(3)6(10)11/h1-2H,(H,10,11)",-2.283,-4.9208,-9.407519924453085,1,190.954083696
[O-][N+](=O)c1cc(Cl)c(Cl)cc1,InChI=1S/C6H3Cl2NO2/c7-5-2-1-4(9(10)11)3-6(5)8/h1-3H,-3.201,-1.9873,-4.1615914359867405,1,190.954083696
Clc1cc(Cl)c(Cl)cc1,InChI=1S/C6H3Cl3/c7-4-1-2-5(8)6(9)3-4/h1-3H,-3.569,-0.3372,-1.4128420441721405,0,179.930033136
Clc1cc(Cl)cc(Cl)c1,InChI=1S/C6H3Cl3/c7-4-1-5(8)3-6(9)2-4/h1-3H,-4.48,-0.6198,-0.5569309803912108,0,179.930033136
Clc1c(Cl)cccc1Cl,InChI=1S/C6H3Cl3/c7-4-2-1-3-5(8)6(4)9/h1-3H,-4.003,-0.6778,-1.2856267460226516,0,179.930033136
Nc1c(Cl)c([n]c(Cl)c1Cl)C(O)=O,"InChI=1S/C6H3Cl3N2O2/c7-1-3(10)2(8)5(9)11-4(1)6(12)13/h(H2,10,11)(H,12,13)",-2.749,-10.1421,-15.884467539980545,1,239.926010376
Oc1c(Cl)cc(Cl)cc1Cl,"InChI=1S/C6H3Cl3O/c7-3-1-4(8)6(10)5(9)2-3/h1-2,10H",-2.392,-2.0969,-5.412768875816725,0,195.924947756
Oc1cc(Cl)c(Cl)cc1Cl,"InChI=1S/C6H3Cl3O/c7-3-1-5(9)6(10)2-4(3)8/h1-2,10H",-2.216,-2.1249,-5.690626700468712,0,195.924947756
